Date,Argentina,Australia,Brasil,Canada,China,France,Germany,India,Italy,Japan,Mexico,South Korea,Turkey,USA
2005-03-30,2.52888,1.3316,2.20216,1.38714,0.87854,1.26613,1.377,1.91353,1.31537,1.32738,1.99787,1.43308,2.37522,1.27169
2005-03-31,2.52708,1.33635,2.21389,1.40588,0.88504,1.26711,1.37739,1.94694,1.32012,1.33921,2.00158,1.44843,2.46761,1.2708
2005-04-01,2.5704,1.34561,2.22745,1.40971,0.91675,1.27095,1.38523,1.98059,1.32758,1.34548,2.00746,1.47275,2.48528,1.26255
2005-04-04,2.51444,1.33992,2.19692,1.40858,0.90132,1.2623,1.37505,1.9804,1.32293,1.33904,1.98839,1.47365,2.45673,1.26599
2005-04-06,2.56859,1.33931,2.13769,1.41474,0.91023,1.27933,1.38702,1.981,1.3306,1.35736,1.92168,1.4819,2.51577,1.27455
2005-04-07,2.5704,1.3422,2.18869,1.40778,0.91819,1.28474,1.3903,1.96278,1.34292,1.35551,1.96907,1.48325,2.49401,1.28216
2005-04-08,2.55415,1.35446,2.15349,1.40753,0.93545,1.28472,1.39383,1.94295,1.34168,1.36283,1.97864,1.48816,2.48969,1.27146
2005-04-11,2.54152,1.34376,2.15474,1.41045,0.92979,1.28264,1.39238,1.91836,1.34356,1.34801,1.96187,1.47881,2.44951,1.27147
2005-04-12,2.47834,1.34682,2.1802,1.4083,0.91371,1.27616,1.38479,1.93848,1.33666,1.33936,1.97716,1.47259,2.42129,1.27852
2005-04-13,2.4278,1.34454,2.16855,1.38828,0.93521,1.2824,1.39542,1.93947,1.33826,1.3356,1.9617,1.47187,2.44207,1.26348
2005-04-15,2.30505,1.30529,2.05125,1.35684,0.9118,1.25606,1.36582,1.87363,1.30353,1.30498,1.88565,1.42074,2.30304,1.22993
2005-04-18,2.36101,1.28744,2.06963,1.36472,0.89739,1.2303,1.33097,1.84617,1.27421,1.25537,1.85365,1.38741,2.24826,1.23355
2005-04-19,2.4278,1.30754,2.12696,1.37711,0.89902,1.23429,1.33173,1.8396,1.27581,1.26999,1.89652,1.39858,2.3311,1.24087
2005-04-20,2.36462,1.30799,2.08502,1.37161,0.88725,1.23043,1.3235,1.87225,1.27387,1.2726,1.86987,1.40595,2.33419,1.22442
2005-04-22,2.44585,1.31173,2.06048,1.37006,0.87601,1.23983,1.33757,1.90308,1.28503,1.26771,1.89396,1.41109,2.38777,1.24016
2005-04-26,2.44224,1.30968,2.10524,1.37886,0.87312,1.24383,1.34096,1.90111,1.28558,1.26655,1.98592,1.4166,2.36394,1.23985
2005-04-27,2.44765,1.30682,2.1,1.36362,0.8607,1.22347,1.32679,1.88267,1.26986,1.26306,1.96649,1.39515,2.32397,1.24474
2005-04-28,2.3917,1.30442,2.03328,1.35654,0.87596,1.21842,1.32334,1.88438,1.2662,1.26345,1.9351,1.37651,2.27082,1.23058
2005-05-09,2.53971,1.30038,2.11855,1.39839,0.84727,1.25229,1.35954,1.9435,1.288,1.2821,1.9836,1.40271,2.385,1.26892
2005-05-10,2.49278,1.29811,2.06015,1.3885,0.85081,1.24608,1.34647,1.93551,1.27708,1.28073,1.97324,1.40133,2.38366,1.25534
2005-05-11,2.52888,1.3025,2.05483,1.3816,0.84235,1.23962,1.34426,1.93264,1.28049,1.27629,1.96809,1.38498,2.38121,1.2606
2005-05-12,2.50903,1.31004,2.00641,1.36482,0.82716,1.25088,1.35151,1.93614,1.28895,1.27138,1.96555,1.38173,2.4248,1.24795
2005-05-13,2.59928,1.30458,1.98727,1.35704,0.82988,1.25157,1.35425,1.93456,1.28997,1.26807,1.9496,1.38469,2.4452,1.24224
2005-05-16,2.63177,1.28939,2.0282,1.36359,0.82077,1.24942,1.34997,1.95749,1.28804,1.25638,1.96453,1.39347,2.40616,1.25477
2005-05-17,2.6083,1.28585,2.03103,1.37063,0.8239,1.24793,1.34667,1.93889,1.27753,1.24239,1.96409,1.39065,2.3989,1.2635
2005-05-18,2.63357,1.29658,2.07138,1.37595,0.82639,1.26879,1.36974,1.9332,1.29741,1.24354,2.0096,1.39545,2.4336,1.27615
2005-05-20,2.59025,1.31407,2.0401,1.38245,0.82362,1.27596,1.38116,1.94894,1.30141,1.26671,2.03419,1.42819,2.45864,1.28016
2005-05-24,2.63177,1.33381,2.04201,1.39213,0.80457,1.27779,1.39255,1.96869,1.29644,1.27777,2.05586,1.42732,2.33081,1.28531
2005-05-27,2.63718,1.33849,2.10108,1.4069,0.78817,1.28707,1.40778,2.01138,1.30224,1.28451,2.07334,1.44127,2.36095,1.29038
2005-05-31,2.68231,1.33524,2.09709,1.40513,0.79475,1.28361,1.41282,2.01359,1.30431,1.29418,2.04697,1.45522,2.43659,1.28255
2005-06-01,2.73646,1.3487,2.15882,1.41199,0.77861,1.30153,1.4339,2.01803,1.31837,1.30027,2.07527,1.45417,2.43604,1.29409
2005-06-02,2.76354,1.3594,2.21631,1.40795,0.76128,1.30323,1.43548,1.99574,1.31954,1.29457,2.09757,1.45623,2.49091,1.29632
2005-06-03,2.71841,1.36373,2.19351,1.41448,0.75946,1.29661,1.42858,2.02371,1.31269,1.29687,2.08486,1.46404,2.51529,1.28741
2005-06-07,2.68953,1.3675,2.08203,1.41228,0.77242,1.3023,1.4462,2.03343,1.32049,1.28739,2.07596,1.45623,2.45991,1.28875
2005-06-08,2.68773,1.37215,2.05507,1.41984,0.83584,1.29938,1.44344,2.05651,1.32195,1.29469,2.0688,1.46423,2.48905,1.28596
2005-06-09,2.61913,1.37023,2.03694,1.42796,0.84743,1.29388,1.44517,2.0488,1.32536,1.2809,2.08816,1.48127,2.46203,1.2927
2005-06-10,2.59025,1.37273,2.07579,1.43187,0.83038,1.30335,1.45256,2.03365,1.32895,1.29735,2.08647,1.48609,2.48377,1.28966
2005-06-14,2.59025,1.37504,2.14176,1.43666,0.81927,1.3076,1.45433,2.05709,1.33932,1.30099,2.10676,1.47553,2.50354,1.29591
2005-06-15,2.62455,1.3808,2.11988,1.44306,0.80382,1.30343,1.44063,2.07113,1.33837,1.31016,2.13177,1.50281,2.53052,1.29878
2005-06-16,2.63357,1.3861,2.14235,1.45799,0.81369,1.30368,1.45059,2.06916,1.343,1.31022,2.13742,1.50461,2.56628,1.3035
2005-06-17,2.6065,1.40216,2.1708,1.4549,0.81339,1.31481,1.45841,2.07099,1.34386,1.32143,2.15458,1.50542,2.56141,1.30995
2005-06-21,2.63899,1.39822,2.13993,1.45367,0.82528,1.31516,1.45953,2.12197,1.33204,1.31852,2.13911,1.48489,2.58237,1.30635
2005-06-22,2.6444,1.39101,2.13627,1.4701,0.82569,1.31751,1.46317,2.1426,1.33064,1.32524,2.12232,1.50313,2.58555,1.30664
2005-06-23,2.59747,1.3884,2.06456,1.46233,0.81945,1.32082,1.46567,2.13493,1.33118,1.32863,2.11411,1.5161,2.60893,1.29248
2005-06-24,2.6083,1.3805,2.07296,1.46201,0.82558,1.30826,1.44635,2.14358,1.31878,1.32407,2.09984,1.50355,2.61008,1.28262
2005-06-27,2.56498,1.37582,2.09867,1.46229,0.84263,1.29512,1.43284,2.14432,1.30642,1.30998,2.12439,1.48657,2.56802,1.28168
2005-06-28,2.56318,1.3887,2.10158,1.46856,0.8306,1.30653,1.44349,2.11371,1.31772,1.3214,2.13518,1.49201,2.58865,1.29339
2005-06-29,2.48195,1.38616,2.09035,1.46685,0.82791,1.31823,1.45178,2.13497,1.32406,1.3287,2.13945,1.49852,2.61998,1.29154
2005-06-30,2.46751,1.39088,2.08411,1.44835,0.80989,1.31744,1.45262,2.15715,1.32983,1.32946,2.12935,1.51214,2.60273,1.28237
2005-07-05,2.49458,1.39878,2.05283,1.47355,0.77849,1.32473,1.45812,2.16506,1.33803,1.33321,2.15498,1.52812,2.64331,1.29707
2005-07-06,2.44765,1.3901,2.03968,1.47893,0.77438,1.33321,1.46187,2.18526,1.3452,1.3317,2.17735,1.52842,2.6823,1.28625
2005-07-07,2.51083,1.37673,2.03411,1.48026,0.77816,1.31472,1.43485,2.14254,1.32389,1.33016,2.18686,1.54013,2.67343,1.2894
2005-07-08,2.50361,1.37517,2.03186,1.48858,0.76271,1.33955,1.45632,2.16261,1.34676,1.32739,2.19016,1.53283,2.68819,1.30446
2005-07-11,2.54513,1.38652,2.0812,1.49441,0.75786,1.34617,1.47704,2.191,1.35547,1.33988,2.18006,1.56054,2.68488,1.31262
2005-07-12,2.56679,1.38587,2.12446,1.49297,0.78383,1.34374,1.47376,2.19016,1.35098,1.34187,2.20601,1.56572,2.6734,1.3156
2005-07-13,2.56859,1.39179,2.15108,1.49234,0.77726,1.35304,1.48227,2.17336,1.36236,1.33816,2.21131,1.57514,2.70938,1.31677
2005-07-14,2.64801,1.3966,2.15641,1.48083,0.77953,1.36153,1.48841,2.1553,1.36967,1.35015,2.22391,1.59279,2.75177,1.32022
2005-07-15,2.64079,1.39572,2.09834,1.48436,0.76881,1.36243,1.49272,2.18044,1.36384,1.3495,2.203,1.5893,2.74466,1.32175
2005-07-19,2.69314,1.39049,2.10241,1.50106,0.75999,1.37816,1.51098,2.20296,1.38053,1.35021,2.23693,1.61312,2.76862,1.32329
2005-07-20,2.68592,1.39858,2.13852,1.51077,0.76501,1.37633,1.5154,2.20184,1.37573,1.35302,2.25881,1.6115,2.7723,1.32959
2005-07-21,2.66968,1.41224,2.14992,1.50903,0.7647,1.37859,1.52977,2.19027,1.37649,1.35272,2.25341,1.61187,2.79919,1.3208
2005-07-22,2.67509,1.42131,2.1124,1.51738,0.78395,1.37544,1.532,2.22594,1.37926,1.3422,2.26077,1.61123,2.81812,1.32795
2005-07-25,2.62455,1.42381,2.04085,1.5156,0.78326,1.37749,1.53383,2.25063,1.38165,1.34996,2.23184,1.63444,2.82634,1.32295
2005-07-26,2.67148,1.42437,2.06889,1.51637,0.8038,1.37707,1.53409,2.26477,1.38261,1.34713,2.22118,1.63579,2.77396,1.32524
2005-07-27,2.713,1.42642,2.10799,1.5358,0.81661,1.38092,1.53784,2.28044,1.3847,1.35827,2.23786,1.63944,2.81587,1.3313
2005-07-29,2.72202,1.42707,2.16656,1.52442,0.81145,1.38672,1.54771,2.28956,1.38649,1.36568,2.27516,1.66683,2.85936,1.32849
2005-08-02,2.77256,1.42596,2.2287,1.55342,0.82719,1.40279,1.56239,2.32573,1.39605,1.37034,2.31748,1.67814,2.85243,1.33919
2005-08-03,2.72202,1.42066,2.22246,1.55014,0.82994,1.40034,1.55931,2.32585,1.39433,1.37511,2.30774,1.67556,2.87016,1.34018
2005-08-04,2.75632,1.42251,2.20216,1.55422,0.82611,1.38897,1.54377,2.33803,1.37979,1.36381,2.30715,1.66698,2.90844,1.3303
2005-08-05,2.74007,1.42333,2.20616,1.54308,0.8457,1.37736,1.52892,2.32511,1.37444,1.3504,2.28361,1.63393,2.89124,1.32014
2005-08-08,2.69675,1.43328,2.22221,1.55243,0.8533,1.38338,1.5323,2.28079,1.38274,1.35183,2.30471,1.62985,2.88925,1.3166
2005-08-09,2.7148,1.4365,2.27047,1.54826,0.86353,1.39916,1.55499,2.27761,1.39092,1.36576,2.3168,1.64955,2.86764,1.32548
2005-08-10,2.72383,1.43903,2.25599,1.56076,0.87289,1.4102,1.58067,2.31786,1.40149,1.38846,2.32141,1.65718,2.86592,1.32305
2005-08-11,2.70217,1.45028,2.21572,1.56493,0.88679,1.40459,1.56906,2.34386,1.39695,1.40742,2.33189,1.68555,2.81075,1.3324
2005-08-12,2.66968,1.45321,2.24218,1.56247,0.87506,1.39442,1.56381,2.32916,1.39134,1.40723,2.31678,1.69522,2.72039,1.32441
2005-08-16,2.65523,1.45711,2.25291,1.54078,0.88207,1.38448,1.54686,2.32938,1.38549,1.41343,2.29877,1.67529,2.72829,1.31252
2005-08-17,2.69134,1.45275,2.28087,1.5358,0.89372,1.38295,1.54294,2.35676,1.38035,1.40855,2.29895,1.66977,2.69436,1.31348
2005-08-18,2.68051,1.44466,2.23794,1.5198,0.86016,1.37997,1.53655,2.34231,1.37082,1.41248,2.30837,1.63896,2.70341,1.31217
2005-08-19,2.69856,1.45074,2.21664,1.536,0.86176,1.39798,1.56146,2.33314,1.38853,1.41068,2.31756,1.63471,2.74752,1.31291
2005-08-22,2.76715,1.463,2.26797,1.53942,0.86807,1.39737,1.56519,2.32409,1.38975,1.42913,2.3321,1.67491,2.79527,1.31509
2005-08-23,2.75451,1.45831,2.22704,1.53277,0.8616,1.38199,1.5576,2.28373,1.37916,1.43148,2.32383,1.67365,2.81846,1.31063
2005-08-24,2.77256,1.4458,2.2223,1.53711,0.87447,1.37821,1.55704,2.28253,1.38631,1.43484,2.30569,1.64121,2.83589,1.30202
2005-08-25,2.83935,1.43867,2.2797,1.54138,0.87847,1.36391,1.53805,2.29705,1.37672,1.4237,2.30594,1.64583,2.87857,1.30501
2005-08-26,2.82491,1.44778,2.25416,1.53337,0.87801,1.35275,1.51518,2.30299,1.36481,1.42764,2.28072,1.62972,2.89848,1.29719
2005-08-29,2.85921,1.42967,2.27829,1.54424,0.86495,1.35854,1.52419,2.28926,1.36959,1.41276,2.26214,1.59464,2.89797,1.30492
2005-08-31,2.8556,1.44593,2.33319,1.5604,0.87122,1.3704,1.52971,2.34054,1.38128,1.42467,2.24888,1.62489,2.98418,1.31358
2005-09-01,2.91155,1.46248,2.32629,1.58152,0.8878,1.37812,1.53391,2.36174,1.3885,1.43538,2.28731,1.65945,3.08459,1.31494
2005-09-02,2.87545,1.45467,2.35599,1.57546,0.89074,1.37214,1.53229,2.36882,1.38765,1.44606,2.33248,1.67364,3.0608,1.31109
2005-09-06,2.90072,1.45087,2.40058,1.57929,0.8791,1.3932,1.57361,2.38292,1.40152,1.44599,2.37321,1.68387,3.07344,1.32764
2005-09-08,2.91697,1.45506,2.39834,1.57624,0.8949,1.39114,1.58136,2.41464,1.40868,1.43847,2.3772,1.71778,3.03992,1.32579
2005-09-09,2.90975,1.45285,2.43827,1.59393,0.89132,1.39916,1.58553,2.41687,1.41178,1.45662,2.40199,1.72864,3.10918,1.33635
2005-09-12,2.86462,1.45405,2.4198,1.59203,0.89026,1.3992,1.58048,2.44039,1.41462,1.48008,2.3984,1.73743,3.15827,1.33536
2005-09-13,2.86823,1.46163,2.40208,1.58326,0.90446,1.38724,1.55258,2.45704,1.40596,1.48071,2.38216,1.73707,3.14185,1.32528
2005-09-14,2.92058,1.46917,2.41681,1.59894,0.91202,1.39254,1.55552,2.4557,1.41586,1.47294,2.40333,1.75604,3.15067,1.32093
2005-09-15,2.94224,1.46774,2.44309,1.60389,0.91204,1.39533,1.55388,2.48397,1.41448,1.49045,2.43607,1.75427,3.21233,1.32155
2005-09-20,2.96751,1.48953,2.50075,1.59471,0.90855,1.41166,1.57189,2.54889,1.42619,1.50902,2.45734,1.78628,3.25561,1.31467
2005-09-21,2.99458,1.48026,2.56547,1.60255,0.89009,1.3918,1.54413,2.54495,1.42058,1.51453,2.48433,1.79489,3.26956,1.30268
2005-09-22,2.98195,1.48329,2.55225,1.58993,0.86909,1.3856,1.53583,2.46534,1.41099,1.51026,2.47276,1.79984,3.23111,1.30743
2005-09-26,3.00181,1.50189,2.59077,1.60963,0.86541,1.4226,1.58307,2.54249,1.43093,1.53703,2.48924,1.8095,3.23598,1.30852
2005-09-27,3.01264,1.50524,2.56864,1.61865,0.84907,1.41633,1.57285,2.55646,1.42817,1.52755,2.49497,1.81433,3.21698,1.30855
2005-09-28,3.04693,1.50471,2.60541,1.61501,0.84797,1.43279,1.59909,2.5806,1.43877,1.54199,2.50563,1.84274,3.16154,1.30988
2005-09-29,3.08664,1.51905,2.59642,1.61153,0.86574,1.42632,1.59036,2.59384,1.43477,1.56281,2.50129,1.84671,3.22441,1.32149
2005-09-30,3.05957,1.50914,2.62762,1.61055,0.86583,1.43291,1.59763,2.58913,1.43577,1.55788,2.54522,1.8314,3.21833,1.32271
2005-10-11,2.96751,1.44007,2.54692,1.55332,0.86702,1.41723,1.59394,2.56097,1.38952,1.55586,2.43869,1.86628,3.28659,1.27541
2005-10-13,2.86282,1.44079,2.48586,1.52541,0.86359,1.39245,1.56784,2.5119,1.36493,1.54352,2.35649,1.79004,3.09485,1.26677
2005-10-14,2.89531,1.43269,2.47671,1.53406,0.8538,1.39618,1.57592,2.45937,1.36977,1.54023,2.35146,1.78514,3.03554,1.27724
2005-10-17,2.91336,1.43893,2.51597,1.5435,0.84768,1.39839,1.57695,2.45964,1.37067,1.53791,2.41301,1.76443,3.07519,1.28104
2005-10-18,2.87004,1.44999,2.4183,1.51304,0.85504,1.38965,1.56693,2.43554,1.35667,1.53239,2.38177,1.77921,3.04971,1.26817
2005-10-19,2.8917,1.42329,2.43735,1.52484,0.8501,1.36284,1.53487,2.3902,1.32848,1.50683,2.38605,1.72958,2.97053,1.28713
2005-10-20,2.83935,1.42424,2.35807,1.49046,0.8511,1.36769,1.54066,2.37942,1.33135,1.51383,2.34013,1.74323,3.03205,1.2678
2005-10-21,2.87545,1.4191,2.42729,1.50511,0.85513,1.36017,1.53247,2.41956,1.33392,1.51491,2.35312,1.7751,3.03444,1.26973
2005-10-24,2.9296,1.41679,2.48211,1.51534,0.85501,1.37744,1.55255,2.37513,1.34422,1.50415,2.42463,1.77678,3.07471,1.29103
2005-10-25,2.84657,1.42772,2.45408,1.51576,0.84059,1.36966,1.54342,2.3964,1.34048,1.52417,2.42646,1.7718,3.05775,1.28797
2005-10-26,2.90614,1.44482,2.47338,1.50406,0.82204,1.37456,1.55223,2.39129,1.34548,1.5373,2.47356,1.76839,3.03886,1.28242
2005-10-27,2.84838,1.44144,2.42371,1.49847,0.8225,1.35079,1.52223,2.33845,1.31653,1.53983,2.43747,1.74943,3.01945,1.26899
2005-10-28,2.8935,1.42518,2.4391,1.50824,0.80983,1.34777,1.52843,2.30462,1.31846,1.53174,2.4599,1.71097,2.99678,1.28999
2005-10-31,2.90433,1.45012,2.51198,1.51863,0.81879,1.38196,1.56119,2.36659,1.34189,1.56157,2.48833,1.73705,3.08613,1.29924
2005-11-07,2.97292,1.46729,2.57504,1.5622,0.82465,1.40289,1.59132,2.4609,1.37081,1.6138,2.51745,1.82759,3.2663,1.31625
2005-11-08,2.91697,1.48095,2.57662,1.55269,0.83177,1.40288,1.58645,2.49418,1.36659,1.61095,2.51532,1.83995,3.25851,1.31171
2005-11-09,2.87365,1.47171,2.55125,1.55858,0.83027,1.39559,1.58726,2.49147,1.36959,1.61502,2.52329,1.84127,3.26806,1.31393
2005-11-10,2.85379,1.47743,2.55616,1.54524,0.8154,1.39537,1.58858,2.49152,1.36616,1.61602,2.55044,1.85152,3.35123,1.32502
2005-11-11,2.87545,1.48738,2.53835,1.56047,0.81682,1.41312,1.6124,2.54013,1.37932,1.62453,2.54791,1.88406,3.29201,1.32907
2005-11-14,2.87906,1.49847,2.51406,1.56271,0.81566,1.41684,1.61293,2.5471,1.37778,1.62005,2.57261,1.88632,3.29927,1.32804
2005-11-16,2.86101,1.5026,2.53594,1.56889,0.82109,1.40553,1.60946,2.57757,1.37633,1.62634,2.57532,1.90062,3.36638,1.32529
2005-11-17,2.88989,1.5052,2.58627,1.56979,0.82065,1.40897,1.61524,2.59364,1.38552,1.65399,2.59817,1.9039,3.39155,1.33777
2005-11-18,2.89531,1.51886,2.58752,1.56818,0.8369,1.41927,1.62277,2.60478,1.39064,1.67825,2.61239,1.90825,3.4096,1.34366
2005-11-21,2.90072,1.51336,2.58819,1.5821,0.83911,1.42866,1.63769,2.58202,1.39146,1.68482,2.64738,1.90308,3.4425,1.35074
2005-11-22,2.93502,1.50319,2.61972,1.59314,0.82316,1.42692,1.639,2.5593,1.39393,1.68803,2.66313,1.86663,3.40379,1.35761
2005-11-25,2.94224,1.51161,2.65557,1.6092,0.83535,1.43305,1.64519,2.65472,1.40343,1.69674,2.66511,1.9397,3.54918,1.36516
2005-11-28,2.81047,1.51697,2.60882,1.59993,0.83227,1.42521,1.63959,2.69722,1.39496,1.72,2.65828,1.94048,3.53582,1.35355
2005-11-29,2.76895,1.50842,2.63328,1.60043,0.82191,1.42939,1.64684,2.6781,1.39774,1.7132,2.63599,1.91895,3.62017,1.35357
2005-11-30,2.80686,1.50706,2.65532,1.5831,0.82361,1.42275,1.64491,2.63541,1.3908,1.70683,2.65747,1.94603,3.67747,1.34496
2005-12-01,2.74368,1.48927,2.71356,1.60876,0.82323,1.44426,1.66808,2.68218,1.40983,1.73648,2.70529,1.95884,3.69758,1.36131
2005-12-02,2.787,1.50338,2.73145,1.60958,0.81989,1.45237,1.68121,2.68723,1.41685,1.76989,2.708,1.96505,3.7243,1.36175
2005-12-05,2.81588,1.50374,2.72055,1.61011,0.80858,1.44864,1.66818,2.64576,1.41554,1.78477,2.72695,1.9726,3.77808,1.35853
2005-12-06,2.81408,1.50094,2.76398,1.62298,0.81502,1.45695,1.67895,2.64342,1.42241,1.77009,2.75117,1.98146,3.75752,1.36027
2005-12-07,2.75451,1.50351,2.72521,1.62804,0.82388,1.45177,1.66814,2.6675,1.42053,1.77712,2.72271,1.987,3.71155,1.35345
2005-12-09,2.77076,1.48927,2.73894,1.62813,0.83427,1.45191,1.67302,2.71891,1.42046,1.76787,2.7717,1.976,3.62027,1.3556
2005-12-13,2.73466,1.49155,2.78037,1.62892,0.83754,1.462,1.68193,2.77787,1.42422,1.81089,2.81358,2.00459,3.64397,1.36428
2005-12-14,2.75451,1.50156,2.79775,1.62283,0.84319,1.45622,1.67448,2.77123,1.4236,1.77482,2.85058,2.00127,3.65642,1.37
2005-12-15,2.80686,1.50481,2.76148,1.62239,0.84182,1.45568,1.67735,2.74984,1.42186,1.7507,2.82981,2.00639,3.63334,1.36806
2005-12-16,2.75271,1.51005,2.76972,1.6288,0.84478,1.46543,1.69567,2.78404,1.43006,1.74136,2.80062,1.98143,3.64156,1.36416
2005-12-19,2.71119,1.51375,2.74584,1.63139,0.84796,1.46245,1.69457,2.81697,1.43241,1.76643,2.78938,2.00897,3.66506,1.3562
2005-12-20,2.68773,1.51925,2.751,1.63524,0.8514,1.46514,1.6966,2.80256,1.43937,1.7951,2.79167,2.01137,3.64278,1.35587
2005-12-21,2.69134,1.53417,2.78844,1.64499,0.84721,1.48038,1.70947,2.80044,1.45,1.8314,2.80755,2.03111,3.6892,1.35929
2005-12-22,2.73646,1.53079,2.7881,1.64618,0.85057,1.48024,1.7098,2.81038,1.44849,1.82954,2.80556,2.02617,3.703,1.36502
2005-12-28,2.77617,1.54634,2.75691,1.64702,0.8669,1.48179,1.72528,2.77596,1.44958,1.8586,2.79321,2.05211,3.78672,1.35431
2005-12-29,2.7852,1.55183,2.78336,1.65216,0.87651,1.48677,1.7289,2.79567,1.45286,1.87577,2.81565,2.06892,3.8463,1.35028
2006-01-04,2.90794,1.56737,2.91198,1.68217,0.88483,1.5072,1.7495,2.89307,1.47172,1.87776,2.94771,2.10303,3.99356,1.37077
2006-01-05,2.88809,1.56523,2.90649,1.68308,0.89705,1.50613,1.74726,2.88398,1.46462,1.88509,2.9381,2.09313,4.02831,1.37079
2006-01-06,2.91697,1.55788,2.95133,1.69957,0.90615,1.51612,1.75353,2.89074,1.47551,1.88541,2.95838,2.11903,4.04598,1.38368
2006-01-17,3.0,1.58227,3.00491,1.70968,0.90542,1.49743,1.7294,2.79293,1.47692,1.814,2.91936,2.08423,4.25564,1.38096
2006-01-18,2.97112,1.55651,2.97879,1.68992,0.92408,1.48651,1.70896,2.76997,1.46458,1.76066,2.88404,2.02923,4.11525,1.37558
2006-01-19,3.0704,1.57407,3.06639,1.71018,0.93774,1.49959,1.72012,2.83363,1.46983,1.80141,2.92438,2.04083,4.21396,1.38324
2006-01-20,3.0722,1.57846,3.05283,1.69741,0.94053,1.48694,1.6942,2.85495,1.45618,1.80146,2.89672,1.98704,4.29317,1.35789
2006-01-23,3.06679,1.56471,3.04759,1.71609,0.94088,1.48025,1.69411,2.83814,1.46013,1.76289,2.91264,1.94602,4.23386,1.36039
2006-01-24,3.06498,1.56884,3.11148,1.71009,0.9381,1.4791,1.68954,2.86364,1.45654,1.79597,2.98027,1.99012,4.29016,1.36367
2006-02-07,3.05957,1.59504,3.04176,1.72836,0.9606,1.53738,1.79679,3.02327,1.49944,1.91901,2.94706,1.99829,4.31126,1.35066
2006-02-08,3.10108,1.57098,3.03652,1.71634,0.96657,1.52482,1.79473,3.01204,1.49796,1.86756,2.90682,1.96636,4.23302,1.36236
2006-02-10,3.06137,1.58402,3.07612,1.70414,0.96102,1.52972,1.80583,3.03188,1.50267,1.86586,2.88919,2.00271,4.32284,1.36381
2006-02-13,3.01986,1.56633,3.00449,1.6848,0.95876,1.54422,1.82321,3.05055,1.51144,1.82223,2.82367,1.98106,4.25268,1.35936
2006-02-14,3.01444,1.58165,3.04717,1.69897,0.96377,1.54546,1.82545,3.02458,1.50709,1.85748,2.84568,1.99219,4.20066,1.373
2006-02-15,3.01264,1.57215,3.09809,1.69033,0.97339,1.53697,1.82576,3.03254,1.51016,1.82856,2.86876,1.95563,4.22929,1.37781
2006-02-16,3.06137,1.56747,3.1827,1.71183,0.95201,1.54912,1.83364,3.03587,1.52111,1.84128,2.91424,1.97135,4.37965,1.38791
2006-02-17,3.06859,1.56074,3.19651,1.71968,0.9496,1.5575,1.83561,2.99294,1.5284,1.80338,2.91796,1.99897,4.4649,1.3856
2006-02-21,3.14801,1.58649,3.17521,1.72969,0.96534,1.55499,1.83737,3.04901,1.54127,1.82421,2.92058,2.0196,4.50995,1.38107
2006-02-22,3.11913,1.58896,3.18186,1.72586,0.9622,1.57046,1.8567,3.06586,1.55574,1.81122,2.96528,2.01074,4.46694,1.39145
2006-02-23,3.09386,1.59758,3.19509,1.71685,0.96566,1.57008,1.85537,3.07178,1.55168,1.8473,3.01853,2.04171,4.49476,1.3862
2006-02-24,3.11733,1.59114,3.21215,1.72738,0.97167,1.58054,1.85946,3.0588,1.55851,1.84796,3.01587,2.0486,4.52223,1.38796
2006-03-02,3.24007,1.59452,3.25507,1.74146,0.96328,1.56033,1.83181,3.18655,1.53375,1.82591,3.0161,2.05142,4.52732,1.38765
2006-03-03,3.29242,1.5928,3.26456,1.75196,0.969,1.55412,1.81217,3.17715,1.53656,1.79763,3.02982,1.9933,4.47667,1.38559
2006-03-06,3.27798,1.59456,3.19085,1.73801,0.96574,1.56084,1.82249,3.2191,1.55057,1.82492,2.99859,2.01701,4.44103,1.37594
2006-03-07,3.20758,1.58669,3.11339,1.72824,0.94399,1.55507,1.81781,3.2162,1.54171,1.80482,2.92906,1.97488,4.23757,1.37338
2006-03-08,3.20578,1.58451,3.10225,1.71663,0.93684,1.548,1.79693,3.15118,1.53303,1.79352,2.90502,1.97095,4.08798,1.37616
2006-03-09,3.18592,1.59147,3.02097,1.72075,0.93294,1.55994,1.81557,3.17058,1.54553,1.8405,2.89108,1.96669,4.13847,1.36945
2006-03-10,3.18231,1.58942,3.06913,1.73074,0.93329,1.57908,1.8386,3.22804,1.55643,1.84954,2.90839,1.97998,4.1055,1.37934
2006-03-13,3.19675,1.60997,3.06098,1.74143,0.9438,1.59098,1.85451,3.2396,1.56873,1.87776,2.95355,2.00729,4.28162,1.38226
2006-03-14,3.20939,1.60376,3.12321,1.75117,0.94333,1.594,1.85949,3.239,1.57559,1.86362,2.99063,1.98932,4.14265,1.39663
2006-03-16,3.27978,1.61862,3.17446,1.76761,0.95468,1.59675,1.86801,3.2621,1.58278,1.84731,3.02622,2.00384,4.25316,1.40508
2006-03-17,3.26895,1.6166,3.16547,1.75518,0.95113,1.60145,1.86313,3.25649,1.57816,1.87526,3.05454,2.01155,4.31465,1.40714
2006-03-20,3.27978,1.62593,3.17837,1.74474,0.96534,1.60065,1.8696,3.2808,1.58263,1.90797,3.09169,2.0199,4.28937,1.40481
