observation_date,CSUSHPINSA
2000-01-01,100.000000000000000
2000-02-01,100.570999999999998
2000-03-01,101.465999999999994
2000-04-01,102.540999999999997
2000-05-01,103.701999999999998
2000-06-01,104.855999999999995
2000-07-01,105.721999999999994
2000-08-01,106.522000000000006
2000-09-01,107.135999999999996
2000-10-01,107.728999999999999
2000-11-01,108.292000000000002
2000-12-01,108.792000000000002
2001-01-01,109.215000000000003
2001-02-01,109.643000000000001
2001-03-01,110.394000000000005
2001-04-01,111.248000000000005
2001-05-01,112.203000000000003
2001-06-01,113.272999999999996
2001-07-01,114.227000000000004
2001-08-01,114.989000000000004
2001-09-01,115.465000000000003
2001-10-01,115.680999999999997
2001-11-01,115.837999999999994
2001-12-01,116.055000000000007
2002-01-01,116.436999999999998
2002-02-01,116.915999999999997
2002-03-01,117.929000000000002
2002-04-01,119.209000000000003
2002-05-01,120.787999999999997
2002-06-01,122.332999999999998
2002-07-01,123.688000000000002
2002-08-01,124.730000000000004
2002-09-01,125.495000000000005
2002-10-01,126.138000000000005
2002-11-01,126.643000000000001
2002-12-01,127.150999999999996
2003-01-01,127.652000000000001
2003-02-01,128.325999999999993
2003-03-01,129.307999999999993
2003-04-01,130.488000000000000
2003-05-01,131.840000000000003
2003-06-01,133.224999999999994
2003-07-01,134.647000000000020
2003-08-01,135.965000000000003
2003-09-01,137.075999999999993
2003-10-01,137.975999999999999
2003-11-01,138.765999999999991
2003-12-01,139.627999999999986
2004-01-01,140.705000000000013
2004-02-01,142.027000000000015
2004-03-01,144.079000000000008
2004-04-01,146.180000000000007
2004-05-01,148.336000000000013
2004-06-01,150.520000000000010
2004-07-01,152.337999999999994
2004-08-01,153.814999999999998
2004-09-01,155.109000000000009
2004-10-01,156.300000000000011
2004-11-01,157.497999999999990
2004-12-01,158.670999999999992
2005-01-01,160.131000000000000
2005-02-01,161.925000000000011
2005-03-01,164.576999999999998
2005-04-01,167.000999999999976
2005-05-01,169.545999999999992
2005-06-01,172.016999999999996
2005-07-01,174.099000000000018
2005-08-01,175.924000000000007
2005-09-01,177.611999999999995
2005-10-01,178.752999999999986
2005-11-01,179.675000000000011
2005-12-01,180.108000000000004
2006-01-01,180.828000000000003
2006-02-01,181.500000000000000
2006-03-01,182.748999999999995
2006-04-01,183.647999999999996
2006-05-01,184.379999999999995
2006-06-01,184.546999999999997
2006-07-01,184.606999999999999
2006-08-01,184.403999999999996
2006-09-01,184.198000000000008
2006-10-01,184.052999999999997
2006-11-01,183.629999999999995
2006-12-01,183.229000000000013
2007-01-01,182.717999999999989
2007-02-01,182.471000000000004
2007-03-01,182.193000000000012
2007-04-01,182.130999999999972
2007-05-01,181.884999999999991
2007-06-01,181.539999999999992
2007-07-01,180.992999999999995
2007-08-01,180.234000000000009
2007-09-01,179.122000000000014
2007-10-01,177.529000000000025
2007-11-01,175.160999999999973
2007-12-01,173.337000000000018
2008-01-01,171.075999999999993
2008-02-01,169.189999999999998
2008-03-01,167.902000000000015
2008-04-01,167.320999999999998
2008-05-01,167.019000000000005
2008-06-01,166.535999999999973
2008-07-01,165.712999999999994
2008-08-01,164.277000000000015
2008-09-01,161.912000000000006
2008-10-01,159.162000000000006
2008-11-01,156.070999999999998
2008-12-01,152.543999999999983
2009-01-01,149.360999999999990
2009-02-01,147.617000000000019
2009-03-01,146.514000000000010
2009-04-01,146.942000000000007
2009-05-01,148.168999999999983
2009-06-01,149.795999999999992
2009-07-01,150.747999999999990
2009-08-01,150.668000000000006
2009-09-01,149.627999999999986
2009-10-01,148.585000000000008
2009-11-01,147.939999999999998
2009-12-01,146.665999999999997
2010-01-01,145.002999999999986
2010-02-01,143.054000000000002
2010-03-01,143.596000000000004
2010-04-01,145.402000000000015
2010-05-01,147.037000000000006
2010-06-01,147.703000000000003
2010-07-01,147.562999999999988
2010-08-01,146.427000000000021
2010-09-01,144.608000000000004
2010-10-01,143.127999999999986
2010-11-01,141.816000000000003
2010-12-01,140.625000000000000
2011-01-01,139.032000000000011
2011-02-01,137.727000000000004
2011-03-01,137.781000000000006
2011-04-01,139.156000000000006
2011-05-01,140.692000000000007
2011-06-01,141.943999999999988
2011-07-01,142.342000000000013
2011-08-01,141.783999999999992
2011-09-01,140.164999999999992
2011-10-01,138.405000000000001
2011-11-01,136.659999999999997
2011-12-01,135.162000000000006
2012-01-01,134.162000000000006
2012-02-01,133.991000000000014
2012-03-01,135.859000000000009
2012-04-01,138.466000000000008
2012-05-01,141.043000000000006
2012-06-01,143.165999999999997
2012-07-01,144.281000000000006
2012-08-01,144.704000000000008
2012-09-01,144.354999999999990
2012-10-01,143.962000000000018
2012-11-01,143.953000000000003
2012-12-01,143.860000000000014
2013-01-01,144.305000000000007
2013-02-01,145.157000000000011
2013-03-01,147.956999999999994
2013-04-01,150.967000000000013
2013-05-01,153.856999999999999
2013-06-01,156.423000000000002
2013-07-01,158.281000000000006
2013-08-01,159.388000000000005
2013-09-01,159.668000000000006
2013-10-01,159.554000000000002
2013-11-01,159.364000000000004
2013-12-01,159.281000000000006
2014-01-01,159.367999999999995
2014-02-01,159.869000000000000
2014-03-01,161.185000000000002
2014-04-01,162.963999999999999
2014-05-01,164.677999999999997
2014-06-01,166.206999999999994
2014-07-01,167.130999999999972
2014-08-01,167.445999999999998
2014-09-01,167.235999999999990
2014-10-01,166.904000000000025
2014-11-01,166.652000000000015
2014-12-01,166.454000000000008
2015-01-01,166.242000000000019
2015-02-01,166.622999999999990
2015-03-01,168.080999999999989
2015-04-01,169.965000000000003
2015-05-01,171.845999999999975
2015-06-01,173.445999999999998
2015-07-01,174.491000000000014
2015-08-01,174.930000000000007
2015-09-01,175.034000000000020
2015-10-01,175.037999999999982
2015-11-01,175.127999999999986
2015-12-01,175.099999999999994
2016-01-01,175.020999999999987
2016-02-01,175.266999999999996
2016-03-01,176.590999999999980
2016-04-01,178.488000000000000
2016-05-01,180.336999999999989
2016-06-01,181.907000000000011
2016-07-01,183.008000000000010
2016-08-01,183.645000000000010
2016-09-01,183.932999999999993
2016-10-01,184.005999999999972
2016-11-01,184.217000000000013
2016-12-01,184.389000000000010
2017-01-01,184.641999999999996
2017-02-01,185.009999999999991
